YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,9,10,4,OO,4818,N912EV,PLN,DTW,635,630.0,-5.0,10.0,640.0,67.0,65.0,44.0,243,724.0,11.0,742,735.0,-7.0,0,0,,,,,,
2015,3,5,4,EV,4188,N48901,EWR,RIC,1900,,,,,85.0,,,277,,,2025,,,0,1,C,,,,,
2015,9,22,2,DL,1746,N985DL,MIA,ATL,1015,1010.0,-5.0,16.0,1026.0,120.0,111.0,88.0,594,1154.0,7.0,1215,1201.0,-14.0,0,0,,,,,,
2015,4,26,7,DL,1687,N912DN,MSP,SAN,925,922.0,-3.0,18.0,940.0,236.0,207.0,186.0,1532,1046.0,3.0,1121,1049.0,-32.0,0,0,,,,,,
2015,2,27,5,WN,2602,N8629A,BWI,CMH,1540,1546.0,6.0,10.0,1556.0,85.0,78.0,63.0,337,1659.0,5.0,1705,1704.0,-1.0,0,0,,,,,,
2015,6,5,5,WN,897,N465WN,AUS,PHX,1240,1242.0,2.0,9.0,1251.0,150.0,135.0,121.0,872,1252.0,5.0,1310,1257.0,-13.0,0,0,,,,,,
2015,11,29,7,AS,684,N791AS,SEA,GEG,1200,1228.0,28.0,12.0,1240.0,57.0,58.0,42.0,224,1322.0,4.0,1257,1326.0,29.0,0,0,,1.0,0.0,0.0,28.0,0.0
2015,10,21,3,DL,2605,N988DL,10397,14730,2051,2130.0,39.0,15.0,2145.0,83.0,72.0,52.0,321,2237.0,5.0,2214,2242.0,28.0,0,0,,0.0,0.0,28.0,0.0,0.0
2015,3,28,6,F9,682,N912FR,DEN,MCO,2359,2350.0,-9.0,11.0,1.0,207.0,190.0,172.0,1546,453.0,7.0,526,500.0,-26.0,0,0,,,,,,
2015,6,7,7,WN,1983,N769SW,STL,HOU,2150,2241.0,51.0,6.0,2247.0,115.0,103.0,89.0,687,16.0,8.0,2345,24.0,39.0,0,0,,0.0,0.0,36.0,3.0,0.0
2015,1,4,7,EV,4312,N16911,RDU,IAH,1428,1435.0,7.0,13.0,1448.0,189.0,202.0,182.0,1042,1650.0,7.0,1637,1657.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0
2015,11,1,7,UA,1032,,PHL,IAH,530,,,,,225.0,,,1325,,,815,,,0,1,A,,,,,
2015,11,9,1,F9,366,N906FR,DEN,MKE,1445,1438.0,-7.0,12.0,1450.0,135.0,131.0,113.0,896,1743.0,6.0,1800,1749.0,-11.0,0,0,,,,,,
2015,5,3,7,B6,1098,N608JB,DCA,BDL,1859,1855.0,-4.0,12.0,1907.0,82.0,69.0,52.0,313,1959.0,5.0,2021,2004.0,-17.0,0,0,,,,,,
2015,8,18,2,WN,1880,N8645A,LAS,IND,855,903.0,8.0,11.0,914.0,210.0,203.0,187.0,1590,1521.0,5.0,1525,1526.0,1.0,0,0,,,,,,
2015,2,8,7,OO,4727,N611SK,SJC,SEA,1200,1215.0,15.0,14.0,1229.0,125.0,109.0,88.0,697,1357.0,7.0,1405,1404.0,-1.0,0,0,,,,,,
2015,8,18,2,EV,5862,N16987,ORD,XNA,1919,1917.0,-2.0,30.0,1947.0,105.0,140.0,101.0,522,2128.0,9.0,2104,2137.0,33.0,0,0,,33.0,0.0,0.0,0.0,0.0
2015,1,20,2,AS,65,N767AS,JNU,ANC,1332,1333.0,1.0,11.0,1344.0,109.0,105.0,90.0,571,1514.0,4.0,1521,1518.0,-3.0,0,0,,,,,,
2015,1,17,6,OO,5484,N941SW,BOI,SFO,610,555.0,-15.0,23.0,618.0,115.0,118.0,91.0,522,649.0,4.0,705,653.0,-12.0,0,0,,,,,,
2015,7,12,7,DL,1730,N308DE,ATL,CHS,2155,2200.0,5.0,51.0,2251.0,72.0,93.0,38.0,259,2329.0,4.0,2307,2333.0,26.0,0,0,,26.0,0.0,0.0,0.0,0.0
2015,5,3,7,EV,4584,N15574,ELP,IAH,1512,1457.0,-15.0,15.0,1512.0,115.0,107.0,86.0,667,1738.0,6.0,1807,1744.0,-23.0,0,0,,,,,,
2015,9,29,2,AA,463,N183UW,TPA,CLT,1710,1705.0,-5.0,8.0,1713.0,102.0,102.0,77.0,507,1830.0,17.0,1852,1847.0,-5.0,0,0,,,,,,
2015,4,23,4,WN,359,N7706A,FLL,IND,1050,1045.0,-5.0,11.0,1056.0,170.0,174.0,156.0,1005,1332.0,7.0,1340,1339.0,-1.0,0,0,,,,,,
2015,5,25,1,WN,436,N429WN,ABQ,DEN,640,633.0,-7.0,9.0,642.0,80.0,69.0,55.0,349,737.0,5.0,800,742.0,-18.0,0,0,,,,,,
2015,9,15,2,WN,413,N7814B,AUS,STL,525,523.0,-2.0,12.0,535.0,120.0,116.0,101.0,721,716.0,3.0,725,719.0,-6.0,0,0,,,,,,
2015,2,23,1,DL,1599,N341NB,ATL,PIT,1030,1038.0,8.0,15.0,1053.0,98.0,96.0,71.0,526,1204.0,10.0,1208,1214.0,6.0,0,0,,,,,,
2015,7,29,3,OO,6441,N929SW,SLC,SFO,1720,1719.0,-1.0,14.0,1733.0,128.0,117.0,96.0,599,1809.0,7.0,1828,1816.0,-12.0,0,0,,,,,,
2015,6,5,5,WN,338,N255WN,LAS,RNO,635,630.0,-5.0,18.0,648.0,75.0,78.0,53.0,345,741.0,7.0,750,748.0,-2.0,0,0,,,,,,
2015,2,9,1,WN,1038,N922WN,PVD,MCO,1215,1224.0,9.0,32.0,1256.0,190.0,191.0,151.0,1072,1527.0,8.0,1525,1535.0,10.0,0,0,,,,,,
2015,12,15,2,AA,2001,N519UW,PHL,FLL,955,1029.0,34.0,18.0,1047.0,184.0,154.0,133.0,992,1300.0,3.0,1259,1303.0,4.0,0,0,,,,,,
2015,8,8,6,EV,5152,N853AS,DTW,AVP,1528,1522.0,-6.0,25.0,1547.0,84.0,91.0,63.0,399,1650.0,3.0,1652,1653.0,1.0,0,0,,,,,,
2015,6,25,4,OO,4583,N418SW,SBN,DTW,1744,1757.0,13.0,40.0,1837.0,63.0,78.0,31.0,157,1908.0,7.0,1847,1915.0,28.0,0,0,,15.0,0.0,13.0,0.0,0.0
2015,7,7,2,EV,5228,N840AS,CID,DTW,630,640.0,10.0,24.0,704.0,92.0,106.0,76.0,430,920.0,6.0,902,926.0,24.0,0,0,,14.0,0.0,10.0,0.0,0.0
2015,9,2,3,DL,2229,N923DL,ATL,TLH,1615,1617.0,2.0,25.0,1642.0,64.0,67.0,38.0,223,1720.0,4.0,1719,1724.0,5.0,0,0,,,,,,
2015,1,29,4,AA,1302,N4XHAA,DFW,RDU,1525,1519.0,-6.0,14.0,1533.0,148.0,142.0,125.0,1061,1838.0,3.0,1853,1841.0,-12.0,0,0,,,,,,
2015,3,22,7,HA,24,N583HA,OGG,OAK,1130,1136.0,6.0,9.0,1145.0,290.0,294.0,279.0,2349,1924.0,6.0,1920,1930.0,10.0,0,0,,,,,,
2015,3,5,4,NK,256,N604NK,RSW,BOS,1333,1422.0,49.0,33.0,1455.0,182.0,190.0,145.0,1249,1720.0,12.0,1635,1732.0,57.0,0,0,,12.0,0.0,45.0,0.0,0.0
2015,5,26,2,UA,1650,N75435,LAS,EWR,1653,1648.0,-5.0,13.0,1701.0,306.0,280.0,260.0,2227,21.0,7.0,59,28.0,-31.0,0,0,,,,,,
2015,8,14,5,DL,1875,N923AT,LGA,TPA,1135,1130.0,-5.0,17.0,1147.0,192.0,152.0,132.0,1010,1359.0,3.0,1447,1402.0,-45.0,0,0,,,,,,
2015,8,11,2,DL,1113,N902DA,ORF,ATL,940,1027.0,47.0,14.0,1041.0,104.0,98.0,79.0,516,1200.0,5.0,1124,1205.0,41.0,0,0,,0.0,0.0,1.0,40.0,0.0
2015,12,10,4,AA,486,N543UW,PHX,ORD,1940,1937.0,-3.0,12.0,1949.0,209.0,180.0,163.0,1440,2332.0,5.0,9,2337.0,-32.0,0,0,,,,,,
2015,9,22,2,WN,1822,N615SW,LAS,ONT,1310,1323.0,13.0,12.0,1335.0,55.0,49.0,32.0,197,1407.0,5.0,1405,1412.0,7.0,0,0,,,,,,
2015,7,23,4,DL,1405,N541US,DTW,MCO,1745,1807.0,22.0,12.0,1819.0,155.0,147.0,123.0,957,2022.0,12.0,2020,2034.0,14.0,0,0,,,,,,
2015,11,11,3,OO,6268,N472CA,DEN,FAT,1510,1500.0,-10.0,12.0,1512.0,150.0,140.0,117.0,844,1609.0,11.0,1640,1620.0,-20.0,0,0,,,,,,
2015,12,28,1,EV,4476,N13995,CLE,BOS,700,650.0,-10.0,14.0,704.0,107.0,95.0,73.0,563,817.0,8.0,847,825.0,-22.0,0,0,,,,,,
2015,7,8,3,WN,856,N411WN,SEA,HOU,1510,1508.0,-2.0,20.0,1528.0,260.0,270.0,239.0,1894,2127.0,11.0,2130,2138.0,8.0,0,0,,,,,,
2015,4,22,3,HA,182,N488HA,HNL,ITO,1142,1139.0,-3.0,14.0,1153.0,51.0,54.0,36.0,216,1229.0,4.0,1233,1233.0,0.0,0,0,,,,,,
2015,9,29,2,EV,5261,N868AS,ATL,SHV,2046,2047.0,1.0,16.0,2103.0,109.0,99.0,80.0,551,2123.0,3.0,2135,2126.0,-9.0,0,0,,,,,,
2015,8,26,3,DL,2239,N966DL,BWI,ATL,800,752.0,-8.0,15.0,807.0,110.0,107.0,86.0,577,933.0,6.0,950,939.0,-11.0,0,0,,,,,,
2015,1,29,4,AA,1589,N3AEAA,LGA,MIA,2030,2024.0,-6.0,16.0,2040.0,200.0,182.0,160.0,1096,2320.0,6.0,2350,2326.0,-24.0,0,0,,,,,,
2015,12,3,4,OO,5690,N466SW,SFO,RNO,1550,1753.0,123.0,17.0,1810.0,62.0,64.0,40.0,192,1850.0,7.0,1652,1857.0,125.0,0,0,,2.0,0.0,32.0,91.0,0.0
2015,11,7,6,AA,2367,N3DSAA,FLL,ORD,1955,1943.0,-12.0,17.0,2000.0,197.0,184.0,158.0,1182,2138.0,9.0,2212,2147.0,-25.0,0,0,,,,,,
2015,10,9,5,AA,2144,N950UW,12953,11278,900,856.0,-4.0,28.0,924.0,84.0,77.0,44.0,214,1008.0,5.0,1024,1013.0,-11.0,0,0,,,,,,
2015,11,17,2,EV,5783,N13975,IAH,LFT,747,746.0,-1.0,25.0,811.0,61.0,66.0,37.0,201,848.0,4.0,848,852.0,4.0,0,0,,,,,,
2015,6,21,7,UA,1545,N39728,AUS,IAH,648,641.0,-7.0,11.0,652.0,60.0,54.0,31.0,140,723.0,12.0,748,735.0,-13.0,0,0,,,,,,
2015,10,10,6,B6,1730,N503JB,14635,12478,1955,1947.0,-8.0,12.0,1959.0,162.0,167.0,142.0,1074,2221.0,13.0,2237,2234.0,-3.0,0,0,,,,,,
2015,10,5,1,UA,1806,N37287,12953,13930,900,906.0,6.0,34.0,940.0,166.0,162.0,113.0,733,1033.0,15.0,1046,1048.0,2.0,0,0,,,,,,
2015,10,8,4,WN,3233,N908WN,10821,11042,925,925.0,0.0,27.0,952.0,75.0,84.0,54.0,314,1046.0,3.0,1040,1049.0,9.0,0,0,,,,,,
2015,10,5,1,MQ,3325,N642MQ,14524,13930,1502,1457.0,-5.0,17.0,1514.0,133.0,153.0,108.0,642,1602.0,28.0,1615,1630.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0
2015,2,17,2,AA,22,N797AA,LAX,JFK,1525,1622.0,57.0,14.0,1636.0,322.0,317.0,293.0,2475,29.0,10.0,2347,39.0,52.0,0,0,,0.0,0.0,0.0,52.0,0.0
2015,8,27,4,EV,5435,N922EV,MLU,ATL,600,553.0,-7.0,10.0,603.0,90.0,91.0,71.0,448,814.0,10.0,830,824.0,-6.0,0,0,,,,,,
2015,1,30,5,UA,1155,N36280,TPA,EWR,1023,1047.0,24.0,14.0,1101.0,161.0,156.0,134.0,997,1315.0,8.0,1304,1323.0,19.0,0,0,,0.0,0.0,19.0,0.0,0.0
2015,7,25,6,UA,558,N463UA,DFW,ORD,610,606.0,-4.0,15.0,621.0,144.0,132.0,113.0,802,814.0,4.0,834,818.0,-16.0,0,0,,,,,,
2015,8,5,3,DL,1115,N369NW,ATL,PHX,1636,1644.0,8.0,22.0,1706.0,244.0,225.0,199.0,1587,1725.0,4.0,1740,1729.0,-11.0,0,0,,,,,,
2015,1,16,5,UA,1126,N18119,IAH,DEN,725,728.0,3.0,36.0,804.0,161.0,172.0,129.0,862,913.0,7.0,906,920.0,14.0,0,0,,,,,,
2015,3,18,3,WN,2971,N8305E,SAN,BWI,1305,1303.0,-2.0,10.0,1313.0,290.0,283.0,267.0,2295,2040.0,6.0,2055,2046.0,-9.0,0,0,,,,,,
2015,9,13,7,OO,7414,N454SW,RHI,MSP,710,708.0,-2.0,20.0,728.0,57.0,62.0,40.0,190,808.0,2.0,807,810.0,3.0,0,0,,,,,,
2015,6,22,1,OO,2825,N498CA,ORD,MKE,1120,,,,,46.0,,,67,,,1206,,,0,1,B,,,,,
2015,8,30,7,AA,1307,N3MCAA,LAX,ORD,1315,1336.0,21.0,33.0,1409.0,260.0,267.0,219.0,1744,1948.0,15.0,1935,2003.0,28.0,0,0,,7.0,0.0,0.0,0.0,21.0
2015,4,26,7,AA,2463,N3CUAA,PHL,MIA,545,544.0,-1.0,14.0,558.0,165.0,166.0,144.0,1013,822.0,8.0,830,830.0,0.0,0,0,,,,,,
2015,3,4,3,HA,318,N484HA,HNL,KOA,932,924.0,-8.0,13.0,937.0,43.0,55.0,37.0,163,1014.0,5.0,1015,1019.0,4.0,0,0,,,,,,
2015,5,18,1,EV,4678,N11193,PWM,EWR,1401,1417.0,16.0,26.0,1443.0,95.0,99.0,67.0,284,1550.0,6.0,1536,1556.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0
2015,4,18,6,MQ,3113,N928MQ,FSD,DFW,710,659.0,-11.0,10.0,709.0,139.0,138.0,122.0,737,911.0,6.0,929,917.0,-12.0,0,0,,,,,,
2015,12,25,5,B6,1534,N789JB,TPA,BDL,1935,1931.0,-4.0,24.0,1955.0,158.0,164.0,133.0,1111,2208.0,7.0,2213,2215.0,2.0,0,0,,,,,,
2015,9,28,1,AA,547,N565UW,SFO,PHX,1705,1700.0,-5.0,23.0,1723.0,121.0,125.0,96.0,651,1859.0,6.0,1906,1905.0,-1.0,0,0,,,,,,
2015,12,30,3,AA,639,N926UW,CLT,BOS,1315,1314.0,-1.0,33.0,1347.0,127.0,138.0,89.0,728,1516.0,16.0,1522,1532.0,10.0,0,0,,,,,,
2015,9,3,4,AS,70,N791AS,JNU,SIT,2222,2215.0,-7.0,9.0,2224.0,37.0,34.0,21.0,95,2245.0,4.0,2259,2249.0,-10.0,0,0,,,,,,
2015,10,26,1,AA,1581,N3CSAA,10529,11298,1745,1744.0,-1.0,12.0,1756.0,252.0,243.0,223.0,1471,2039.0,8.0,2057,2047.0,-10.0,0,0,,,,,,
2015,10,28,3,EV,6104,N14105,12266,12389,1000,958.0,-2.0,15.0,1013.0,213.0,235.0,213.0,1330,1346.0,7.0,1333,1353.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0
2015,9,5,6,MQ,3192,N508MQ,DFW,XNA,1810,1804.0,-6.0,13.0,1817.0,70.0,69.0,44.0,280,1901.0,12.0,1920,1913.0,-7.0,0,0,,,,,,
2015,6,12,5,WN,604,N8660A,BNA,FLL,800,811.0,11.0,7.0,818.0,135.0,123.0,113.0,793,1111.0,3.0,1115,1114.0,-1.0,0,0,,,,,,
2015,10,19,1,WN,1815,N703SW,13232,10693,2200,2212.0,12.0,7.0,2219.0,80.0,69.0,54.0,395,2313.0,8.0,2320,2321.0,1.0,0,0,,,,,,
2015,11,25,3,AA,148,N3FXAA,MIA,CLT,620,616.0,-4.0,22.0,638.0,128.0,127.0,102.0,650,820.0,3.0,828,823.0,-5.0,0,0,,,,,,
2015,7,23,4,AA,1801,N824AW,PBI,CLT,650,641.0,-9.0,11.0,652.0,113.0,106.0,90.0,590,822.0,5.0,843,827.0,-16.0,0,0,,,,,,
2015,2,1,7,AS,311,N796AS,PSP,SFO,700,645.0,-15.0,12.0,657.0,90.0,86.0,69.0,421,806.0,5.0,830,811.0,-19.0,0,0,,,,,,
2015,9,29,2,DL,2252,N954DL,CHS,ATL,845,843.0,-2.0,15.0,858.0,78.0,75.0,50.0,259,948.0,10.0,1003,958.0,-5.0,0,0,,,,,,
2015,9,14,1,WN,594,N8633A,DAL,MCO,740,758.0,18.0,14.0,812.0,150.0,148.0,129.0,973,1121.0,5.0,1110,1126.0,16.0,0,0,,0.0,0.0,16.0,0.0,0.0
2015,10,17,6,DL,999,N989AT,11433,11618,1938,1938.0,0.0,13.0,1951.0,102.0,86.0,67.0,488,2058.0,6.0,2120,2104.0,-16.0,0,0,,,,,,
2015,8,2,7,DL,1935,N933AT,LGA,TPA,1510,1509.0,-1.0,21.0,1530.0,193.0,165.0,140.0,1010,1750.0,4.0,1823,1754.0,-29.0,0,0,,,,,,
2015,9,17,4,AA,2302,N488AA,DFW,MSP,1517,1532.0,15.0,14.0,1546.0,145.0,149.0,131.0,852,1757.0,4.0,1742,1801.0,19.0,0,0,,4.0,0.0,2.0,13.0,0.0
2015,8,8,6,WN,4352,N723SW,DCA,ATL,1655,1703.0,8.0,10.0,1713.0,115.0,95.0,77.0,547,1830.0,8.0,1850,1838.0,-12.0,0,0,,,,,,
2015,10,15,4,UA,1990,N17229,14057,11292,1749,1742.0,-7.0,9.0,1751.0,151.0,141.0,125.0,991,2056.0,7.0,2120,2103.0,-17.0,0,0,,,,,,
2015,12,25,5,AA,1525,N3FHAA,PDX,DFW,1205,1202.0,-3.0,22.0,1224.0,221.0,228.0,193.0,1616,1737.0,13.0,1746,1750.0,4.0,0,0,,,,,,
2015,12,29,2,AA,1728,N194UW,PHL,MCO,755,749.0,-6.0,25.0,814.0,168.0,170.0,128.0,861,1022.0,17.0,1043,1039.0,-4.0,0,0,,,,,,
2015,5,1,5,UA,1165,N35204,SFO,ORD,1742,1739.0,-3.0,16.0,1755.0,251.0,238.0,217.0,1846,2332.0,5.0,2353,2337.0,-16.0,0,0,,,,,,
2015,10,20,2,EV,5091,N860AS,14814,10397,1212,1201.0,-11.0,10.0,1211.0,100.0,95.0,77.0,551,1428.0,8.0,1452,1436.0,-16.0,0,0,,,,,,
2015,12,2,3,WN,3089,N7725A,BWI,PBI,1655,1737.0,42.0,12.0,1749.0,145.0,150.0,132.0,883,2001.0,6.0,1920,2007.0,47.0,0,0,,5.0,0.0,11.0,31.0,0.0
2015,4,12,7,UA,1216,N69813,LAX,IAH,1610,1639.0,29.0,13.0,1652.0,192.0,208.0,183.0,1379,2155.0,12.0,2122,2207.0,45.0,0,0,,16.0,0.0,21.0,8.0,0.0
2015,10,31,6,AA,1426,N4XGAA,14122,11298,1518,1508.0,-10.0,10.0,1518.0,186.0,188.0,173.0,1067,1711.0,5.0,1724,1716.0,-8.0,0,0,,,,,,
2015,4,21,2,UA,391,N846UA,LAX,SFO,1817,1813.0,-4.0,20.0,1833.0,83.0,81.0,55.0,337,1928.0,6.0,1940,1934.0,-6.0,0,0,,,,,,
2015,4,6,1,WN,439,N458WN,PHL,MCO,1325,1324.0,-1.0,12.0,1336.0,155.0,134.0,115.0,861,1531.0,7.0,1600,1538.0,-22.0,0,0,,,,,,
2015,4,18,6,OO,5571,N778SK,GJT,DEN,745,742.0,-3.0,11.0,753.0,62.0,53.0,39.0,212,832.0,3.0,847,835.0,-12.0,0,0,,,,,,
2015,2,25,3,US,885,N555AY,ORD,CLT,725,724.0,-1.0,12.0,736.0,122.0,123.0,87.0,599,1003.0,24.0,1027,1027.0,0.0,0,0,,,,,,
2015,3,10,2,AA,1524,N590AA,LAS,DFW,1058,1050.0,-8.0,15.0,1105.0,157.0,168.0,141.0,1055,1526.0,12.0,1535,1538.0,3.0,0,0,,,,,,
2015,4,29,3,WN,1781,N956WN,OMA,LAS,1320,1314.0,-6.0,6.0,1320.0,175.0,150.0,134.0,1099,1334.0,10.0,1415,1344.0,-31.0,0,0,,,,,,
2015,3,28,6,DL,1383,N3736C,RDU,LAX,810,807.0,-3.0,11.0,818.0,358.0,310.0,289.0,2239,1007.0,10.0,1108,1017.0,-51.0,0,0,,,,,,
2015,3,18,3,DL,1214,N541US,DEN,ATL,20,17.0,-3.0,14.0,31.0,166.0,156.0,137.0,1199,448.0,5.0,506,453.0,-13.0,0,0,,,,,,
2015,10,21,3,EV,5477,N709EV,11433,11537,856,850.0,-6.0,20.0,910.0,77.0,75.0,52.0,332,1002.0,3.0,1013,1005.0,-8.0,0,0,,,,,,
2015,8,29,6,VX,444,N527VA,AUS,DAL,1025,1019.0,-6.0,9.0,1028.0,55.0,53.0,38.0,189,1106.0,6.0,1120,1112.0,-8.0,0,0,,,,,,
2015,10,16,5,DL,1426,N933DN,10397,15016,2240,2251.0,11.0,11.0,2302.0,102.0,86.0,71.0,484,2313.0,4.0,2322,2317.0,-5.0,0,0,,,,,,
2015,3,11,3,DL,2504,N986AT,ATL,HSV,1934,1931.0,-3.0,13.0,1944.0,62.0,49.0,32.0,151,1916.0,4.0,1936,1920.0,-16.0,0,0,,,,,,
2015,10,19,1,DL,2676,N979AT,12953,10721,1059,1058.0,-1.0,39.0,1137.0,81.0,81.0,35.0,184,1212.0,7.0,1220,1219.0,-1.0,0,0,,,,,,
2015,9,29,2,AA,1367,N3BEAA,MIA,LGA,1915,2029.0,74.0,20.0,2049.0,177.0,172.0,148.0,1096,2317.0,4.0,2212,2321.0,69.0,0,0,,0.0,0.0,0.0,69.0,0.0
2015,12,30,3,WN,1914,N445WN,ONT,SMF,530,526.0,-4.0,12.0,538.0,90.0,83.0,67.0,390,645.0,4.0,700,649.0,-11.0,0,0,,,,,,
2015,9,24,4,DL,748,N694DL,ATL,DTW,1050,1048.0,-2.0,9.0,1057.0,117.0,103.0,80.0,594,1217.0,14.0,1247,1231.0,-16.0,0,0,,,,,,
2015,11,27,5,NK,379,N521NK,ACY,MYR,620,633.0,13.0,9.0,642.0,88.0,79.0,65.0,466,747.0,5.0,748,752.0,4.0,0,0,,,,,,
2015,12,19,6,VX,330,N632VA,LAX,FLL,1355,1524.0,89.0,8.0,1532.0,290.0,268.0,255.0,2343,2247.0,5.0,2145,2252.0,67.0,0,0,,0.0,0.0,2.0,65.0,0.0
2015,1,29,4,UA,1082,N76288,PDX,EWR,750,750.0,0.0,11.0,801.0,309.0,308.0,285.0,2434,1546.0,12.0,1559,1558.0,-1.0,0,0,,,,,,
2015,11,19,4,AA,1871,N543UW,CLT,TPA,2000,1959.0,-1.0,14.0,2013.0,100.0,95.0,79.0,507,2132.0,2.0,2140,2134.0,-6.0,0,0,,,,,,
2015,2,4,3,DL,1734,N350NA,MSP,DTW,1114,1120.0,6.0,14.0,1134.0,106.0,98.0,71.0,528,1345.0,13.0,1400,1358.0,-2.0,0,0,,,,,,
2015,6,14,7,AA,368,N3LRAA,ORD,LGA,1329,1331.0,2.0,14.0,1345.0,132.0,117.0,99.0,733,1624.0,4.0,1641,1628.0,-13.0,0,0,,,,,,
2015,8,24,1,VX,174,N624VA,LAX,SFO,600,559.0,-1.0,20.0,619.0,70.0,77.0,54.0,337,713.0,3.0,710,716.0,6.0,0,0,,,,,,
2015,5,5,2,DL,2605,N926DL,ATL,SDF,2045,2043.0,-2.0,10.0,2053.0,83.0,69.0,53.0,321,2146.0,6.0,2208,2152.0,-16.0,0,0,,,,,,
2015,4,18,6,DL,1846,N948DN,ATL,DEN,1825,1822.0,-3.0,9.0,1831.0,206.0,178.0,164.0,1199,1915.0,5.0,1951,1920.0,-31.0,0,0,,,,,,
2015,7,12,7,WN,300,N928WN,DEN,TPA,1825,1824.0,-1.0,12.0,1836.0,210.0,192.0,176.0,1506,2332.0,4.0,2355,2336.0,-19.0,0,0,,,,,,
2015,7,3,5,WN,248,N486WN,LAX,HOU,925,927.0,2.0,10.0,937.0,200.0,194.0,180.0,1390,1437.0,4.0,1445,1441.0,-4.0,0,0,,,,,,
2015,5,14,4,DL,1685,N979DL,LGA,MCO,1130,1127.0,-3.0,37.0,1204.0,175.0,172.0,128.0,950,1412.0,7.0,1425,1419.0,-6.0,0,0,,,,,,
2015,3,24,2,DL,370,N144DA,ATL,LAX,1520,1535.0,15.0,30.0,1605.0,315.0,292.0,258.0,1947,1723.0,4.0,1735,1727.0,-8.0,0,0,,,,,,
2015,12,2,3,UA,414,N595UA,SFO,EWR,900,854.0,-6.0,25.0,919.0,319.0,346.0,302.0,2565,1721.0,19.0,1719,1740.0,21.0,0,0,,21.0,0.0,0.0,0.0,0.0
2015,3,19,4,DL,2039,N912DN,DCA,ATL,1700,1702.0,2.0,16.0,1718.0,119.0,117.0,93.0,547,1851.0,8.0,1859,1859.0,0.0,0,0,,,,,,
2015,4,20,1,OO,6533,N712SK,SJC,DEN,1010,1003.0,-7.0,11.0,1014.0,152.0,144.0,129.0,948,1323.0,4.0,1342,1327.0,-15.0,0,0,,,,,,
2015,10,6,2,OO,4794,N692CA,12892,14107,1020,1016.0,-4.0,23.0,1039.0,91.0,87.0,58.0,370,1137.0,6.0,1151,1143.0,-8.0,0,0,,,,,,
2015,9,23,3,EV,3954,N16919,EWR,GSP,1747,1740.0,-7.0,21.0,1801.0,120.0,114.0,88.0,594,1929.0,5.0,1947,1934.0,-13.0,0,0,,,,,,
2015,8,2,7,AA,150,N4XSAA,DFW,ELP,845,844.0,-1.0,16.0,900.0,100.0,91.0,73.0,551,913.0,2.0,925,915.0,-10.0,0,0,,,,,,
2015,11,13,5,B6,1633,N187JB,BTV,JFK,1117,1125.0,8.0,9.0,1134.0,73.0,67.0,54.0,266,1228.0,4.0,1230,1232.0,2.0,0,0,,,,,,
2015,4,12,7,WN,4383,N269WN,STL,MDW,715,708.0,-7.0,10.0,718.0,65.0,58.0,43.0,251,801.0,5.0,820,806.0,-14.0,0,0,,,,,,
2015,4,9,4,AA,2489,N3JFAA,DFW,LAX,1902,2159.0,177.0,20.0,2219.0,215.0,202.0,176.0,1235,2315.0,6.0,2037,2321.0,164.0,0,0,,0.0,0.0,0.0,161.0,3.0
2015,4,1,3,OO,5446,N788SK,ORD,CMX,1118,1127.0,9.0,13.0,1140.0,86.0,77.0,59.0,359,1339.0,5.0,1344,1344.0,0.0,0,0,,,,,,
2015,2,24,2,WN,974,N277WN,SAN,SEA,720,717.0,-3.0,10.0,727.0,180.0,169.0,154.0,1050,1001.0,5.0,1020,1006.0,-14.0,0,0,,,,,,
2015,4,18,6,WN,955,N765SW,SNA,OAK,1955,1950.0,-5.0,6.0,1956.0,85.0,71.0,59.0,371,2055.0,6.0,2120,2101.0,-19.0,0,0,,,,,,
2015,11,26,4,OO,5240,N120SY,ORD,DCA,714,713.0,-1.0,21.0,734.0,112.0,112.0,86.0,612,1000.0,5.0,1006,1005.0,-1.0,0,0,,,,,,
2015,1,4,7,WN,2372,N778SW,IAD,MDW,630,646.0,16.0,11.0,657.0,120.0,116.0,94.0,577,731.0,11.0,730,742.0,12.0,0,0,,,,,,
2015,1,21,3,UA,1037,N27239,BOS,ORD,905,900.0,-5.0,9.0,909.0,173.0,149.0,129.0,867,1018.0,11.0,1058,1029.0,-29.0,0,0,,,,,,
